-11, 16
-13, 65
-9, 51
-8, 49
-9, 41
-6, 63
-7, 59
-11, 66
-4, 52
-8, 54
-11, 64
-14, 67
-11, 62
-11, 54
-13, 106
-14, 74
-12, 109
-11, 60
-10, 55
-12, 106
-7, 63
-11, 56
-9, 54
-11, 68
-10, 54
-11, 108
-13, 56
-17, 61
-7, 54
-13, 62
-7, 65
-7, 50
-11, 69
-10, 56
-7, 51
-6, 51
-14, 69
-13, 109
-11, 60
-9, 53
-7, 50
-11, 91
-7, 63
-6, 103
-6, 52
-14, 111
-18, 64
-9, 103
-11, 52
-7, 54
-15, 61
-8, 51
-6, 56
-8, 55
-9, 50
-11, 53
-10, 63
-5, 10
-11, 56
-11, 50
-10, 59
-17, 58
-9, 56
-6, 52
-14, 108
-16, 106
-9, 49
-16, 54
-14, 66
-12, 59
-9, 56
-8, 64
-6, 56
-12, 54
-11, 55
-9, 66
-9, 56
-13, 56
-13, 57
-8, 65
-16, 71
-5, 49
-8, 49
-9, 56
-11, 54
-5, 54
-18, 69
-5, 64
-13, 66
-6, 50
-8, 51
-6, 50
-9, 50
-15, 56
-9, 55
-8, 52
-6, 50
-7, 52
-7, 13
-12, 65
-13, 56
-11, 51
-8, 51
-11, 63
-13, 68
-12, 64
-5, 100
-6, 56
-6, 64
-7, 52
-4, 51
-9, 56
-10, 55
-10, 54
-10, 51
-4, 49
-11, 51
-6, 53
-20, 69
-10, 104
-7, 53
-6, 61
-13, 64
-11, 54
-11, 54
-10, 52
-1000000007, -999999936
-12, 60
-9, 56
-11, 106
-16, 108
-9, 54
-14, 64
-14, 56
-9, 67
-8, 49
-5, 61
-8, 100
-16, 60
-14, 60
-14, 56
-9, 75
-13, 57
-7, 51
-14, 58
-9, 53
-9, 60
-11, 63
-8, 52
-15, 61
-12, 51
-11, 55
-14, 59
-10, 63
-10, 51
-14, 57
-12, 54
-9, 54
-11, 57
-7, 58
-7, 61
-11, 53
-11, 55
-9, 54
-17, 70
-5, 49
-7, 66
-5, 50
-9, 51
-11, 56
-13, 68
-10, 56
-7, 49
-8, 51
-10, 102
-9, 56
-9, 63
-5, 63
-12, 69
-10, 56
-12, 55
-9, 62
-9, 64
-11, 54
-12, 111
-15, 61
-10, 67
-10, 63
-19, 70
-13, 61
-9, 51
-11, 43
-9, 56
-6, 61
-11, 68
-6, 58
-14, 56
-8, 63
-6, 100
-12, 53
-10, 95
-8, 54
-7, 103
-5, 50
-10, 67
-12, 57
-9, 100
-9, 58
-12, 53
-8, 62
-19, 71
-5, 100
-10, 65
-12, 40
-17, 57
-7, 49
-7, 54
-13, 112
-12, 53
-15, 109
-10, 66
-9, 59
-13, 55
-11, 53
-8, 50
-10, 64
-12, 67
-7, 52
-13, 61
-9, 52
-8, 54
-5, 49
-15, 59
-6, 104
-12, 55
-11, 52
-9, 64
-5, 47
-6, 50
-16, 55
-13, 57
-14, 58
-12, 63
-9, 90
-10, 54
-9, 57
-10, 53
-12, 53
-9, 53
-9, 106
-9, 62
-9, 60
-10, 68
-10, 16
-6, 47
-12, 66
-7, 48
-11, 93
-13, 109
-7, 54
-8, 89
-6, 59
-6, 60
-9, 61
-9, 100
-5, 64
-5, 105
-7, 51
-8, 54
-7, 54
-13, 57
-8, 50
-11, 54
-9, 86
-13, 58
-8, 54
-16, 65
-6, 60
-3, 75
-7, 113
-7, 65
-6, 99
-4, 45
-8, 51
-5, 62
-5, 77
-6, 64
-6, 60
-5, 59
-5, 110
-5, 56
-7, 53
-4, 63
-4, 68
-6, 76
-8, 70
-7, 68
-8, 44
-8, 50
-6, 52
-7, 51
-6, 40
-5, 50
-9, 54
-6, 99
-4, 70
-6, 50
-6, 51
-5, 101
-7, 89
-6, 55
-6, 58
-4, 105
-7, 74
-6, 52
-5, 71
-6, 97
-9, 76
-8, 63
-8, 52
-4, 92
-6, 56
-5, 71
-6, 104
-7, 108
-5, 51
-4, 55
-4, 63
-8, 100
-7, 60
-4, 62
-5, 90
-6, 67
-8, 63
-6, 102
-8, 51
-8, 70
-6, 58
-6, 78
-4, 61
-6, 59
-7, 57
-9, 62
-5, 45
-4, 58
-7, 42
-9, 66
-4, 51
-7, 60
-7, 110
-6, 65
-5, 55
-8, 107
-5, 114
-7, 66
-5, 54
-4, 60
-8, 62
-3, 56
-5, 47
-6, 53
-7, 39
-8, 70
-5, 58
-7, 56
-7, 101
-8, 66
-4, 53
-5, 75
-8, 57
-7, 59
-6, 56
-7, 35
-5, 59
-9, 89
-9, 48
-6, 67
-7, 49
-8, 49
-4, 111
-6, 56
-9, 100
-9, 61
-5, 62
-6, 62
-6, 92
-5, 102
-7, 51
-5, 59
-8, 52
-6, 49
-4, 120
-8, 102
-4, 56
-3, 66
-9, 64
-5, 49
-6, 73
-7, 102
-5, 62
-6, 68
-8, 62
-3, 57
-4, 49
-8, 58
-6, 65
-4, 57
-5, 59
-6, 52
-4, 53
-5, 87
-6, 49
-7, 48
-4, 61
-5, 53
-8, 93
-5, 71
-4, 46
-6, 56
-7, 108
-7, 99
-7, 92
-6, 52
-6, 49
-7, 75
-6, 49
-7, 73
-5, 57
-5, 50
-7, 52
-7, 57
-7, 59
-6, 60
-4, 72
-7, 57
-8, 57
-7, 50
-7, 65
-6, 67
-3, 48
-3, 58
-10, 76
-6, 61
-6, 67
-7, 104
-8, 101
-9, 63
-8, 44
-6, 63
-6, 57
-6, 56
-5, 71
-7, 54
-6, 108
-3, 46
-4, 53
-4, 51
-7, 59
-9, 63
-2, 59
-3, 58
-6, 62
-4, 72
-4, 101
-5, 49
-4, 102
-7, 53
-4, 65
-5, 56
-7, 55
-6, 98
-6, 99
-7, 69
-6, 57
-8, 64
-5, 51
-7, 52
-5, 47
-7, 50
-4, 100
-5, 57
-5, 50
-5, 46
-6, 75
-5, 108
-5, 115
-7, 65
-6, 68
-7, 52
-8, 55
-5, 62
-5, 57
-8, 76
-7, 108
-5, 102
-6, 60
-7, 59
-3, 56
-5, 72
-5, 109
-6, 51
-3, 52
-4, 58
-5, 103
-7, 58
-6, 73
-6, 66
-8, 52
-8, 58
-8, 60
-4, 66
-3, 66
-2, 59
-5, 97
-5, 64
-6, 68
-8, 53
-7, 96
-7, 61
-4, 108
-8, 66
-5, 58
-5, 59
-5, 45
-5, 54
-4, 82
-7, 45
-6, 54
-6, 60
-6, 52
-4, 52
-6, 104
-8, 90
-5, 92
-4, 57
-8, 91
-6, 68
-9, 47
-6, 63
-6, 39
-6, 55
-5, 74
-5, 90
-5, 53
-7, 67
-9, 68
-6, 52
-4, 100
-5, 59
-5, 112
-5, 74
-6, 58
-6, 103
-7, 49
-5, 104
-7, 104
-6, 78
-7, 49
-7, 46
-8, 65
-7, 114
-8, 98
-6, 52
-8, 60
-3, 102
-6, 55
-5, 55
-7, 116
-7, 111
-6, 45
-4, 57
-5, 42
-5, 49
-6, 69
-7, 59
-5, 54
-5, 63
-8, 60
-5, 61
-7, 68
-4, 61
-6, 114
-6, 103
-6, 104
-9, 65
-6, 71
-5, 72
-5, 65
-5, 63
-3, 54
-7, 59
-7, 48
-4, 44
-7, 61
-6, 62
-3, 101
-4, 61
-6, 55
-5, 69
-6, 57
-8, 50
-4, 68
-7, 52
-7, 76
-6, 58
-6, 116
-3, 93
-8, 57
-6, 49
-3, 45
-7, 54
-6, 54
-7, 116
-6, 51
-3, 53
-3, 60
-5, 69
-8, 68
-5, 65
-8, 109
-3, 55
-5, 95
-6, 69
-6, 68
-2, 52
-4, 65
-4, 49
-3, 100
-7, 62
-9, 55
-4, 103
-7, 95
-5, 42
-7, 115
-8, 46
-4, 56
-6, 59
-8, 76
-7, 69
-6, 104
-3, 63
-7, 52
-7, 106
-4, 53
-6, 62
-6, 51
-5, 63
-5, 55
-8, 55
-7, 54
-6, 53
-5, 54
-6, 99
-4, 43
-6, 53
-7, 59
-7, 78
-6, 59
-6, 64
-7, 91
-7, 69
-5, 59
-5, 105
-6, 49
-6, 59
-9, 38
-6, 65
-6, 72
-6, 52
-6, 99
-6, 51
-8, 74
-8, 115
-8, 111
-6, 48
-4, 64
-5, 53
-5, 71
-8, 66
-8, 50
-6, 104
-6, 48
-8, 59
-6, 48
-5, 98
-6, 53
-7, 49
-7, 72
-7, 87
-5, 53
-5, 55
-7, 67
-6, 90
-6, 60
-6, 54
-4, 87
-3, 73
-7, 62
-6, 75
-5, 49
-9, 62
-8, 103
-4, 94
-7, 98
-4, 70
-6, 56
-7, 51
-6, 103
-7, 96
-4, 71
-7, 59
-3, 106
-8, 90
-8, 47
-4, 55
-5, 48
-5, 90
-5, 64
-5, 108
-5, 110
-6, 53
-8, 64
-7, 55
-6, 58
-3, 59
-6, 72
-6, 103
-4, 47
-6, 65
-6, 76
-5, 63
-7, 61
-7, 69
-8, 53
-7, 66
-8, 108
-8, 111
-4, 106
-4, 74
-7, 61
-8, 45
-8, 50
-7, 106
-3, 62
-6, 70
-9, 63
-6, 106
-6, 95
-6, 65
-5, 56
-7, 65
-8, 60
-7, 62
-7, 66
-6, 53
-4, 104
-6, 98
-8, 102
-5, 55
-2, 49
-3, 73
-5, 54
-4, 92
-6, 102
-7, 119
-8, 106
-9, 71
-4, 65
-5, 60
-5, 50
-3, 73
-6, 71
-8, 73
-8, 65
-7, 60
-6, 52
-5, 50
-7, 91
-8, 38
-5, 66
-6, 59
-7, 68
-6, 44
-8, 105
-7, 70
-4, 51
-8, 52
-5, 58
-4, 53
-6, 63
-5, 61
-5, 98
-5, 96
-7, 103
-6, 50
-7, 65
-3, 56
-6, 103
-5, 106
-7, 108
-6, 78
-5, 107
-4, 115
-7, 97
-8, 53
-5, 63
-5, 71
-9, 66
-4, 62
-6, 60
-9, 65
-5, 95
-7, 39
-4, 68
-7, 57
-3, 106
-8, 113
-6, 57
-6, 59
-7, 65
-6, 101
-4, 57
-4, 61
-7, 64
-9, 49
-5, 106
-6, 109
-4, 106
-7, 98
-8, 57
-5, 52
-7, 94
-8, 57
-6, 51
-8, 47
-7, 47
-6, 114
-7, 66
-2, 45
-4, 51
-8, 108
-3, 98
-8, 114
-6, 52
-9, 104
-4, 95
-5, 68
-6, 50
-7, 99
-6, 57
-6, 57
-5, 52
-4, 92
-6, 105
-6, 107
-6, 101
-8, 101
-8, 96
-7, 62
-5, 60
-8, 46
-5, 50
-7, 68
-4, 75
-5, 58
-6, 62
-7, 56
-5, 98
-8, 59
-4, 62
-5, 30
-7, 51
-8, 66
-4, 69
-6, 66
-7, 109
-5, 60
-6, 57
-4, 45
-7, 103
-7, 63
-5, 70
-8, 114
-7, 63
-4, 70
-6, 50
-4, 51
-8, 60
-4, 44
-5, 47
-5, 61
-6, 78
-8, 60
-6, 63
-3, 53
-5, 60
-7, 57
-5, 106
-7, 65
-7, 71
-4, 57
-9, 58
-7, 66
-8, 68
-7, 93
-6, 100
-4, 46
-3, 105
-5, 56
-5, 62
-8, 65
-4, 52
-6, 53
-4, 54
-5, 90
-3, 69
-10, 101
-5, 49
-5, 61
-2, 40
-6, 64
-5, 57
-6, 97
-7, 71
-5, 103
-6, 55
-4, 72
-4, 61
-5, 103
-8, 48
-7, 55
-3, 66
-6, 57
-5, 79
-8, 52
-7, 94
-5, 65
-6, 54
-5, 69
-7, 89
-4, 61
-7, 66
-6, 72
-7, 64
-5, 93
-7, 59
-6, 51
-3, 50
-5, 95
-4, 50
-4, 52
-7, 110
-5, 82
-6, 55
-8, 56
-3, 54
-4, 55
-6, 63
-6, 51
-6, 57
-4, 107
-8, 66
-6, 66
-5, 71
-6, 64
-7, 66
-7, 64
-7, 48
-4, 58
-4, 45
-4, 51
-7, 54
-7, 47
-6, 98
-9, 51
-6, 47
-9, 94
-7, 55
-8, 61
-3, 59
-5, 104
-7, 59
-8, 67
-8, 61
-8, 66
-5, 58
-6, 53
-8, 60
-4, 62
-5, 100
-3, 57
-6, 70
-4, 100
-5, 80
-5, 69
-9, 46
-6, 59
-6, 56
-6, 58
-6, 62
-8, 55
-5, 68
-7, 96
-3, 93
-4, 109
-5, 87
-9, 70
-4, 55
-5, 61
-6, 71
-9, 54
-7, 57
-8, 87
-6, 60
-7, 96
-7, 103
-6, 59
-6, 56
-7, 56
-8, 67
-7, 106
-6, 56
-7, 68
-6, 103
-9, 92
-7, 112
-5, 115
-4, 63
-4, 54
-4, 51
-7, 65
-6, 54
-7, 105
-5, 53
-4, 53
-6, 60
-6, 56
-5, 69
-9, 101
-8, 61
-5, 72
-7, 56
-7, 52
-4, 55
-4, 50
-4, 44
-5, 59
-5, 46
-5, 73
-5, 62
-6, 52
-8, 65
-7, 68
-6, 63
-5, 60
-7, 61
-5, 105
-6, 57
-8, 63
-7, 61
-5, 65
-5, 98
-7, 72
-4, 104
-5, 57
-7, 50
-5, 51
-7, 51
-8, 61
-7, 76
-7, 61
-7, 51
-4, 96
-4, 68
-5, 27
-5, 68
-6, 61
-8, 51
-7, 112
-7, 72
-6, 67
-8, 56
-4, 65
-4, 109
-9, 65
-6, 44
-5, 61
-7, 57
-4, 55
-4, 97
-7, 57
-5, 67
-4, 50
-9, 66
-7, 62
-7, 70
-3, 62
-6, 92
-4, 67
-8, 70
-7, 82
-7, 72
-7, 70
-6, 64
-3, 95
-7, 71
-5, 110
-9, 115
-5, 61
-5, 74
-6, 89
-6, 46
-5, 54
-8, 112
-5, 103
-8, 54
-5, 66
-8, 48
-6, 93
-8, 59
-6, 117
-7, 63
-4, 91
-5, 67
-6, 55
-8, 110
-7, 110
-3, 71
-9, 59
-6, 48
-8, 55
-4, 109
-6, 96
-8, 62
-5, 51
-5, 43
-7, 48
-6, 98
-4, 102
-5, 81
-6, 63
-4, 67
-7, 71
-5, 50
-7, 46
-7, 65
-6, 42
-7, 64
-6, 56
-3, 117
-6, 50
-6, 41
-1000000006, -999999950
-4, 111
-8, 65
-9, 64
-5, 73
-6, 73
-4, 93
-6, 52
-6, 64
-5, 47
-4, 58
-5, 86
-5, 52
-7, 107
-5, 50
-7, 60
-4, 69
-9, 59
-5, 57
-8, 67
-7, 107
-8, 61
-7, 60
-9, 66
-7, 59
-6, 63
-5, 57
-6, 68
-3, 90
-5, 58
-3, 44
-9, 54
-7, 58
-7, 56
-6, 62
-5, 58
-6, 72
-4, 59
-3, 62
-3, 72
-5, 55
-7, 96
-7, 69
-7, 57
-8, 49
-6, 51
-4, 42
-5, 40
-5, 69
-4, 51
-6, 54
-6, 95
-6, 95
-7, 63
-5, 62
-4, 44
-4, 50
-7, 63
-6, 106
-6, 119
-8, 58
-10, 52
-7, 61
-6, 63
-7, 68
-5, 64
-3, 44
-7, 98
-6, 58
-7, 89
-5, 62
-8, 99
-4, 55
-7, 106
-6, 55
-4, 47
-7, 85
-6, 60
-8, 64
-7, 100
-6, 57
-7, 48
-5, 107
-5, 66
-4, 49
-5, 102
-6, 48
-8, 95
-7, 94
-7, 60
-4, 99
-7, 53
-7, 67
-7, 58
-6, 48
-5, 66
-8, 54
-7, 67
-3, 64
-4, 54
-6, 59
-5, 62
-4, 67
-8, 84
-5, 56
-8, 72
-3, 61
-4, 93
-7, 54
-7, 110
-6, 53
-9, 75
-4, 60
-8, 64
-8, 100
-7, 54
-4, 71
-6, 62
-10, 72
-3, 63
-7, 87
-3, 50
-5, 71
-7, 105
-8, 50
-4, 61
-6, 61
-7, 56
-5, 61
-6, 51
-4, 38
-8, 114
-5, 58
-6, 65
-2, 55
-6, 69
-7, 52
-7, 64
-7, 58
-8, 49
-5, 55
-5, 49
-9, 93
-6, 55
-6, 64
-4, 96
-7, 61
-4, 55
-4, 67
-8, 56
-5, 47
-6, 47
-6, 58
-6, 52
-5, 113
-7, 108
-7, 108
-4, 53
-4, 50
-7, 58
-8, 45
-6, 61
-7, 74
-7, 63
-5, 89
-6, 51
-9, 53
-4, 116
-8, 56
-5, 46
-7, 56
-4, 62
-8, 62
-5, 96
-8, 101
-7, 102
-5, 58
-7, 57
-4, 109
-5, 63
-6, 69
-9, 61
-6, 54
-7, 110
-6, 54
-8, 68
-7, 51
-6, 43
-6, 51
-9, 55
-7, 94
-5, 70
-5, 65
-6, 74
-3, 90
-5, 58
-6, 65
-6, 70
-9, 53
-7, 66
-4, 57
-7, 54
-6, 57
-6, 46
-5, 55
-7, 60
-6, 103
-9, 57
-6, 62
-7, 67
-5, 108
-6, 94
-7, 51
-6, 48
-8, 103
-4, 51
-7, 56
-9, 70
-9, 52
-5, 96
-3, 59
-1000000006, -999999946
-4, 64
-6, 105
-5, 108
-8, 55
-3, 52
-4, 95
-6, 64
-7, 68
-7, 102
-6, 94
-5, 50
-6, 60
-6, 45
-5, 69
-7, 96
-3, 114
-7, 57
-3, 73
-5, 61
-8, 66
-7, 52
-9, 59
-8, 39
-8, 57
-6, 61
-3, 68
-8, 67
-7, 115
-8, 61
-7, 75
-10, 73
-7, 58
-6, 103
-4, 66
-7, 84
-3, 65
-8, 66
-7, 58
-6, 49
-8, 71
-4, 90
-8, 60
-7, 115
-6, 105
-6, 56
-7, 107
-9, 64
-6, 60
-6, 50
-6, 105
-5, 50
-6, 56
-7, 57
-5, 49
-9, 99
-8, 57
-6, 52
-7, 67
-10, 65
-7, 69
-6, 44
-7, 60
-9, 74
-7, 100
-5, 57
-7, 76
-6, 55
-4, 116
-5, 105
-5, 106
-9, 104
-5, 62
-5, 53
-6, 51
-1000000007, -999999962
-4, 60
-6, 53
-6, 80
-7, 104
-7, 58
-4, 57
-3, 51
-6, 90
-6, 97
-4, 111
-6, 53
-7, 47
-9, 109
-7, 72
-7, 51
-8, 94
-5, 62
-5, 67
-5, 51
-7, 51
-3, 99
-4, 107
-8, 59
-7, 59
-5, 62
-6, 53
-4, 107
-5, 116
-6, 93
-6, 64
-8, 69
-7, 60
-8, 68
-6, 67
-4, 61
-7, 59
-8, 66
-3, 98
-5, 52
-8, 63
-7, 97
-5, 107
-7, 89
-7, 98
-10, 116
-5, 64
-7, 59
-7, 56
-4, 59
-6, 57
-7, 101
-5, 61
-4, 65
-4, 68
-3, 64
-7, 63
-6, 96
-6, 63
-4, 51
-4, 84
-7, 52
-3, 65
-10, 67
-6, 94
-7, 53
-2, 60
-5, 60
